Date,High,Low,Open,Close,Volume
2012-01-03,65.72000122070312,65.13999938964844,65.41000366210938,65.20999908447266,2230400.0
2012-01-04,65.3499984741211,64.7699966430664,65.1500015258789,65.23999786376953,1647400.0
2012-01-05,65.5999984741211,64.58000183105469,64.94000244140625,65.52999877929688,1146300.0
2012-01-06,65.5999984741211,65.0999984741211,65.55999755859375,65.37999725341797,1640000.0
2012-01-09,65.62000274658203,65.19000244140625,65.52999877929688,65.52999877929688,1978900.0
2012-01-10,66.38999938964844,66.05999755859375,66.19999694824219,66.18000030517578,1368200.0
2012-01-11,66.33999633789062,65.87999725341797,65.95999908447266,66.30000305175781,1825300.0
2012-01-12,66.51000213623047,65.9000015258789,66.4800033569336,66.45999908447266,945000.0
2012-01-13,66.1500015258789,65.5,65.9800033569336,66.1500015258789,1294700.0
2012-01-17,66.81999969482422,66.18000030517578,66.7300033569336,66.30000305175781,2181700.0
2012-01-18,67.11000061035156,66.16999816894531,66.33000183105469,67.0999984741211,2007300.0
2012-01-19,67.56999969482422,67.16000366210938,67.37000274658203,67.51000213623047,4201300.0
2012-01-20,67.52999877929688,67.20999908447266,67.36000061035156,67.52999877929688,1537600.0
2012-01-23,67.91000366210938,67.19000244140625,67.52999877929688,67.55000305175781,3387500.0
2012-01-24,67.56999969482422,67.01000213623047,67.16000366210938,67.54000091552734,1551900.0
2012-01-25,68.29000091552734,67.20999908447266,67.4800033569336,68.16000366210938,1737900.0
2012-01-26,68.5999984741211,67.52999877929688,68.4800033569336,67.80999755859375,2632700.0
2012-01-27,68.0,67.44000244140625,67.4800033569336,67.86000061035156,2056600.0
2012-01-30,67.68000030517578,66.94999694824219,67.22000122070312,67.58999633789062,1760300.0
2012-01-31,68.04000091552734,67.2699966430664,68.0,67.55999755859375,2250500.0
2012-02-01,68.62000274658203,68.02999877929688,68.12999725341797,68.33999633789062,1993200.0
2012-02-02,68.62999725341797,68.19000244140625,68.48999786376953,68.45999908447266,19893800.0
2012-02-03,69.5,69.05999755859375,69.19000244140625,69.4800033569336,2399700.0
2012-02-06,69.47000122070312,69.0999984741211,69.23999786376953,69.44000244140625,2289600.0
2012-02-07,69.70999908447266,69.02999877929688,69.30000305175781,69.5999984741211,1967000.0
2012-02-08,69.8499984741211,69.29000091552734,69.66000366210938,69.75,2407100.0
2012-02-09,69.95999908447266,69.41999816894531,69.87999725341797,69.86000061035156,1780800.0
2012-02-10,69.37999725341797,69.04000091552734,69.2300033569336,69.30999755859375,1365200.0
2012-02-13,69.91000366210938,69.51000213623047,69.81999969482422,69.83999633789062,1499600.0
2012-02-14,69.77999877929688,69.29000091552734,69.69999694824219,69.73999786376953,1875500.0
2012-02-15,70.0999984741211,69.27999877929688,70.0,69.44000244140625,2022900.0
2012-02-16,70.31999969482422,69.3499984741211,69.44999694824219,70.2699966430664,1601500.0
2012-02-17,70.5199966430664,70.18000030517578,70.4800033569336,70.37000274658203,2093300.0
2012-02-21,70.68000030517578,70.12999725341797,70.58000183105469,70.33999633789062,1525900.0
