Date,High,Low,Open,Close,Volume,Adj Close,Ret_Index
2011-09-09,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0.0,7.146193504333496,1.0
2011-09-12,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,0.0,7.2051310539245605,1.0082474046575038
2011-09-13,9.960000038146973,9.960000038146973,9.960000038146973,9.960000038146973,0.0,7.337741374969482,1.026804181907449
2011-09-14,10.130000114440918,10.130000114440918,10.130000114440918,10.130000114440918,0.0,7.462982654571533,1.0443297750118203
2011-09-15,10.270000457763672,10.270000457763672,10.270000457763672,10.270000457763672,0.0,7.56612491607666,1.058762950022066
2011-09-16,10.279999732971191,10.279999732971191,10.279999732971191,10.279999732971191,0.0,7.57349157333374,1.0597938005374645
2011-09-19,10.109999656677246,10.109999656677246,10.109999656677246,10.109999656677246,0.0,7.448249816894531,1.0422681407070582
2011-09-20,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0.0,7.315638542175293,1.023711230005043
2011-09-21,9.569999694824219,9.569999694824219,9.569999694824219,9.569999694824219,0.0,7.050421237945557,0.986598142587398
2011-09-22,9.270000457763672,9.270000457763672,9.270000457763672,9.270000457763672,0.0,6.829403877258301,0.9556701582621443
2011-09-23,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0.0,6.925178050994873,0.9690722825788863
2011-09-26,9.59000015258789,9.59000015258789,9.59000015258789,9.59000015258789,0.0,7.065153121948242,0.9886596434400898
2011-09-27,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0.0,7.219865798950195,1.0103093058664059
2011-09-28,9.399999618530273,9.399999618530273,9.399999618530273,9.399999618530273,0.0,6.925178050994873,0.9690722825788862
2011-09-29,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0.0,7.035684108734131,0.9845359077483203
2011-09-30,9.289999961853027,9.289999961853027,9.289999961853027,9.289999961853027,0.0,6.8441386222839355,0.9577320594710464
2011-10-03,8.789999961853027,8.789999961853027,8.789999961853027,8.789999961853027,0.0,6.475776672363281,0.9061854634129803
2011-10-04,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,0.0,6.888340950012207,0.9639174961936129
2011-10-05,9.489999771118164,9.489999771118164,9.489999771118164,9.489999771118164,0.0,6.991482734680176,0.9783506044778236
2011-10-06,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,0.0,7.153559684753418,1.0010307837893633
2011-10-07,9.460000038146973,9.460000038146973,9.460000038146973,9.460000038146973,0.0,6.9693803787231445,0.9752577193014529
2011-10-10,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0.0,7.271434783935547,1.0175255931043712
2011-10-11,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,0.0,7.315638542175293,1.0237112300050428
