Date,High,Low,Open,Close,Volume,Adj Close,Ret_Index
2011-05-26,10.0,10.0,10.0,10.0,0.0,9.026241302490234,1.0
2011-05-27,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-05-31,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-01,10.0,10.0,10.0,10.0,0.0,9.026241302490234,1.0
2011-06-02,10.0,10.0,10.0,10.0,0.0,9.026241302490234,1.0
2011-06-03,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-06,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-07,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-08,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-09,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-10,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-13,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-14,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-15,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-16,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-17,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-20,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-21,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-22,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-23,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-24,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-27,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-28,10.0,10.0,10.0,10.0,0.0,9.026241302490234,1.0
2011-06-29,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
2011-06-30,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0.0,9.03526782989502,1.0010000316967258
