Date,High,Low,Open,Close,Volume,Adj Close,Ret_Index
2000-11-13,22.860000610351562,22.860000610351562,22.860000610351562,22.860000610351562,0.0,13.554925918579102,1.0
2000-11-14,23.040000915527344,23.040000915527344,23.040000915527344,23.040000915527344,0.0,13.661660194396973,1.0078742057654166
2000-11-15,23.049999237060547,23.049999237060547,23.049999237060547,23.049999237060547,0.0,13.667586326599121,1.0083113997595223
2000-11-16,23.010000228881836,23.010000228881836,23.010000228881836,23.010000228881836,0.0,13.643874168395996,1.0065620609327697
2000-11-17,22.84000015258789,22.84000015258789,22.84000015258789,22.84000015258789,0.0,13.543065071105957,0.9991249788051673
2000-11-20,22.520000457763672,22.520000457763672,22.520000457763672,22.520000457763672,0.0,13.353320121765137,0.9851267503765821
2000-11-21,22.579999923706055,22.579999923706055,22.579999923706055,22.579999923706055,0.0,13.38890266418457,0.9877518139610804
2000-11-22,22.299999237060547,22.299999237060547,22.299999237060547,22.299999237060547,0.0,13.222867965698242,0.9755027836466652
2000-11-24,22.450000762939453,22.450000762939453,22.450000762939453,22.450000762939453,0.0,13.311817169189453,0.9820649149357262
2000-11-27,22.540000915527344,22.540000915527344,22.540000915527344,22.540000915527344,0.0,13.365185737609863,0.9860021233528716
2000-11-28,22.549999237060547,22.549999237060547,22.549999237060547,22.549999237060547,0.0,13.371110916137695,0.986439246990686
2000-11-29,22.670000076293945,22.670000076293945,22.670000076293945,22.670000076293945,0.0,13.442259788513184,0.9916881781027305
2000-11-30,22.40999984741211,22.40999984741211,22.40999984741211,22.40999984741211,0.0,13.288093566894531,0.9803147318334783
2000-12-01,22.43000030517578,22.43000030517578,22.43000030517578,22.43000030517578,0.0,13.299956321716309,0.9811898937408936
2000-12-04,22.59000015258789,22.59000015258789,22.59000015258789,22.59000015258789,0.0,13.394830703735352,0.9881891486677689
2000-12-05,23.059999465942383,23.059999465942383,23.059999465942383,23.059999465942383,0.0,13.673510551452637,1.0087484530410458
